order_id,order_date,customer_name,phone,sku,product_name,quantity,unit_price,line_total,source_file,source_row,raw_product_name
ORD-10234,2026-08-30,Eka Saputra,+6283447028209,SH080,Sabun Harum 80g,6,6500,39000,orders_august.csv,20,Sabun Harum 80g
ORD-10235,2026-08-19,Citra Saputra,+6280523318531,TS025,Teh Senja 25 Sachet,4,17000,68000,orders_august.csv,21,Teh Senja 25 Sachet
ORD-10236,2026-07-10,Putri Utami,+6289089495749,MGP01,Mi Gurih Pedas,4,3800,15200,orders_august.csv,22,Produk Misterius
ORD-10237,2026-08-23,Kiki Utami,+6287848244021,SH080,Sabun Harum 80g,5,6500,32500,orders_august.csv,23,Sabun Harum 80g
ORD-10238,2026-08-02,Kiki Putra,+6282223056428,SPC25,Sereal Pagi Ceria 250g,7,24000,168000,orders_august.csv,24,sereal pagi ceria 250g
ORD-10241,2026-08-27,Indra Rahma,+6281845814193,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_august.csv,27,Minyak Dapur Desa 1L
ORD-10242,2026-08-21,Galih Nugroho,+6285296291155,SKR80,Susu Kotak Rasa 180ml,7,7000,49000,orders_august.csv,28,Susu Kotak Rasa 180ml
ORD-10243,2026-07-11,Putri Santoso,+6289422329640,SKR80,Susu Kotak Rasa 180ml,2,7000,14000,orders_august.csv,29,Susu Kotak Rasa 180ml
ORD-10244,2026-08-29,Farah Hidayat,+6285536167478,DSP45,Deterjen Segar Pagi 450g,8,15500,124000,orders_august.csv,30,Deterjen Segar Pagi 450g
ORD-10245,2026-07-28,Tio Pratama,+6287679972767,SH080,Sabun Harum 80g,5,6500,32500,orders_august.csv,31,Sabun   Harum   80g
ORD-10248,2026-08-20,Ayu Lestari,+6287559958747,MGA01,Mi Gurih Ayam,6,3500,21000,orders_august.csv,34,mi gurih ayam
ORD-10249,2026-08-04,Maya Lestari,+6285221623589,WG110,Wafer Gembira 110g,4,9500,38000,orders_august.csv,35,Wafer   Gembira   110g
ORD-10251,2026-08-26,Oki Utami,+6284159917689,DSP45,Deterjen Segar Pagi 450g,2,15500,31000,orders_august.csv,37,Deterjen Segar Pagi 450g
ORD-10253,2026-07-20,Oki Hidayat,+6282541040628,TS025,Teh Senja 25 Sachet,1,17000,17000,orders_august.csv,39,Teh   Senja   25   Sachet
ORD-10255,2026-08-19,Bima Utami,+6281832030980,WG110,Wafer Gembira 110g,1,9500,9500,orders_august.csv,41,Wafer Gembira 110g
ORD-10256,2026-08-27,Dimas Wulandari,+6286824348946,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_august.csv,42,SEREAL PAGI CERIA 250G
ORD-10258,2026-07-02,Oki Wulandari,+6282643043421,BR120,Biskuit Rimba 120g,1,12000,12000,orders_august.csv,44,Biskuit Rimba 120g
ORD-10260,2026-07-08,Raka Santoso,,SPC25,Sereal Pagi Ceria 250g,7,24000,168000,orders_august.csv,46,sereal pagi ceria 250g
ORD-10261,2026-07-31,Citra Putra,+6289520152961,DSP45,Deterjen Segar Pagi 450g,3,15500,46500,orders_august.csv,47,DETERJEN SEGAR PAGI 450G
ORD-10262,2026-07-09,Nanda Putra,+6280679621394,MDD1L,Minyak Dapur Desa 1L,2,19000,38000,orders_august.csv,48,Minyak Dapur Desa 1L
ORD-10263,2026-07-27,Galih Rahma,+6288247241905,BR120,Biskuit Rimba 120g,3,12000,36000,orders_august.csv,49,Biskuit Rimba 120g
ORD-10264,2026-07-27,Farah Pratama,+6289636478037,DSP45,Deterjen Segar Pagi 450g,7,15500,108500,orders_august.csv,50,Deterjen Segar Pagi 450g
ORD-10265,2026-08-04,Oki Pratama,+6289423487307,KRC10,Keripik Renyah Cabe 100g,7,11000,77000,orders_august.csv,51,Keripik Renyah Cabe 100g
ORD-10266,2026-07-21,Jihan Santoso,+6280127365336,MDD1L,Minyak Dapur Desa 1L,8,19000,152000,orders_august.csv,52,minyak dapur desa 1l
ORD-10268,2026-08-20,Tio Nugroho,,MDD1L,Minyak Dapur Desa 1L,8,19000,152000,orders_august.csv,54,MINYAK DAPUR DESA 1L
ORD-10270,2026-08-26,Vina Saputra,+6289329880226,KD001,Kopi Pagi 200g,2,28000,56000,orders_august.csv,56,kopi pagi 200g
ORD-10271,2026-07-16,Maya Wulandari,+6289154382990,MDD1L,Minyak Dapur Desa 1L,3,19000,57000,orders_august.csv,57,Minyak Dapur Desa 1L
ORD-10272,2026-08-24,Oki Wulandari,+6286278352185,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_august.csv,58,sereal pagi ceria 250g
ORD-10273,2026-08-16,Dimas Lestari,+6281146182444,SH080,Sabun Harum 80g,5,6500,32500,orders_august.csv,59,sabun harum 80g
ORD-10274,2026-08-28,Hana Hidayat,+6280466195891,SH080,Sabun Harum 80g,2,6500,13000,orders_august.csv,60,Sabun Harum 80g
ORD-10275,2026-08-07,Maya Putra,,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_august.csv,61,TEH SENJA 25 SACHET
ORD-10277,2026-07-07,Eka Santoso,+6280493813932,SPC25,Sereal Pagi Ceria 250g,7,24000,168000,orders_august.csv,63,Sereal   Pagi   Ceria   250g
ORD-10279,2026-08-14,Raka Nugroho,+6289971665206,SH080,Sabun Harum 80g,8,6500,52000,orders_august.csv,65,sabun harum 80g
ORD-10280,2026-07-28,Indra Nugroho,,DSP45,Deterjen Segar Pagi 450g,7,15500,108500,orders_august.csv,66,Deterjen Segar Pagi 450g
ORD-10281,2026-07-19,Sari Rahma,+6280735540284,WG110,Wafer Gembira 110g,6,9500,57000,orders_august.csv,67,Wafer Gembira 110g
ORD-10283,2026-07-03,Vina Pratama,+6286729329426,SH080,Sabun Harum 80g,5,6500,32500,orders_august.csv,69,Sabun Harum 80g
ORD-10286,2026-07-12,Nanda Lestari,+6283977979212,BR120,Biskuit Rimba 120g,1,12000,12000,orders_august.csv,72,Biskuit Rimba 120g
ORD-10287,2026-08-19,Tio Nugroho,+6282882118805,SKR80,Susu Kotak Rasa 180ml,6,7000,42000,orders_august.csv,73,Susu Kotak Rasa 180ml
ORD-10289,2026-07-05,Oki Saputra,+6282927786063,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,75,DETERJEN SEGAR PAGI 450G
ORD-10292,2026-08-29,Indra Nugroho,+6287468058487,SKR80,Susu Kotak Rasa 180ml,1,7000,7000,orders_august.csv,78,Susu Kotak Rasa 180ml
ORD-10293,2026-08-27,Farah Hidayat,+6287442472264,MGA01,Mi Gurih Ayam,7,3500,24500,orders_august.csv,79,Mi Gurih Ayam
ORD-10295,2026-07-04,Maya Nugroho,+6289707127684,MDD1L,Minyak Dapur Desa 1L,5,19000,95000,orders_august.csv,81,Minyak Dapur Desa 1L
ORD-10296,2026-07-27,Jihan Santoso,,MGA01,Mi Gurih Ayam,6,3500,21000,orders_august.csv,82,Mi Gurih Ayam
ORD-10297,2026-08-02,Raka Nugroho,+6285743412049,MDD1L,Minyak Dapur Desa 1L,7,19000,133000,orders_august.csv,83,Minyak   Dapur   Desa   1L
ORD-10300,2026-07-25,Oki Hidayat,+6281438581301,KD001,Kopi Pagi 200g,2,28000,56000,orders_august.csv,86,KOPI PAGI 200G
ORD-10301,2026-08-07,Raka Santoso,+6283872573658,TS025,Teh Senja 25 Sachet,2,17000,34000,orders_august.csv,87,Teh Senja 25 Sachet
ORD-10302,2026-07-05,Citra Lestari,+6287148531615,MGP01,Mi Gurih Pedas,7,3800,26600,orders_august.csv,88,Mie Gurih Pedas
ORD-10303,2026-08-02,Tio Pratama,+6284724323949,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_august.csv,89,Minyak Dapur Desa 1L
ORD-10304,2026-08-28,Jihan Utami,+6282069543104,MGA01,Mi Gurih Ayam,2,3500,7000,orders_august.csv,90,Mi Gurih Ayam
ORD-10306,2026-07-10,Farah Wulandari,,MGP01,Mi Gurih Pedas,7,3800,26600,orders_august.csv,92,Produk Misterius
ORD-10308,2026-07-31,Jihan Hidayat,,TS025,Teh Senja 25 Sachet,8,17000,136000,orders_august.csv,94,Teh Senja 25 Sachet
ORD-10310,2026-08-26,Oki Nugroho,+6282060698146,KRC10,Keripik Renyah Cabe 100g,5,11000,55000,orders_august.csv,96,Keripik Renyah Cabe 100g
ORD-10311,2026-07-05,Kiki Saputra,+6282789320995,MDD1L,Minyak Dapur Desa 1L,8,19000,152000,orders_august.csv,97,Minyak Dapur Desa 1L
ORD-10312,2026-07-15,Jihan Hidayat,+6287997360206,SPC25,Sereal Pagi Ceria 250g,3,24000,72000,orders_august.csv,98,Produk Misterius
ORD-10313,2026-07-24,Citra Putra,+6280389380059,TS025,Teh Senja 25 Sachet,8,17000,136000,orders_august.csv,99,teh senja 25 sachet
ORD-10314,2026-07-18,Galih Lestari,+6280616693819,SPC25,Sereal Pagi Ceria 250g,4,24000,96000,orders_august.csv,100,Sereal Pagi Ceria 250g
ORD-10315,2026-08-27,Dimas Santoso,+6289502269936,SPC25,Sereal Pagi Ceria 250g,3,24000,72000,orders_august.csv,101,Sereal   Pagi   Ceria   250g
ORD-10317,2026-08-16,Maya Saputra,+6288149282785,TS025,Teh Senja 25 Sachet,2,17000,34000,orders_august.csv,103,TEH SENJA 25 SACHET
ORD-10318,2026-08-20,Indra Lestari,+6288580263486,MDD1L,Minyak Dapur Desa 1L,4,19000,76000,orders_august.csv,104,Minyak Dapur Desa 1L
ORD-10319,2026-08-13,Nanda Putra,+6286010556329,MGA01,Mi Gurih Ayam,8,3500,28000,orders_august.csv,105,Mi Gurih Ayam
ORD-10322,2026-08-09,Galih Rahma,+6283380692676,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,108,DETERJEN SEGAR PAGI 450G
ORD-10323,2026-08-17,Citra Santoso,+6281635499413,DSP45,Deterjen Segar Pagi 450g,3,15500,46500,orders_august.csv,109,Deterjen Segar Pagi 450g
ORD-10324,2026-08-07,Citra Putra,,BR120,Biskuit Rimba 120g,6,12000,72000,orders_august.csv,110,biskuit rimba 120g
ORD-10325,2026-07-30,Indra Putra,+6280951178658,KRC10,Keripik Renyah Cabe 100g,7,11000,77000,orders_august.csv,111,KERIPIK RENYAH CABE 100G
ORD-10326,2026-07-23,Putri Pratama,+6281903931864,SH080,Sabun Harum 80g,5,6500,32500,orders_august.csv,112,SABUN HARUM 80G
ORD-10327,2026-08-25,Vina Pratama,+6281267023081,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_august.csv,113,Teh Senja 25 Sachet
ORD-10328,2026-07-25,Citra Putra,,SKR80,Susu Kotak Rasa 180ml,3,7000,21000,orders_august.csv,114,susu kotak rasa 180ml
ORD-10329,2026-07-27,Bima Saputra,+6281910327258,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_august.csv,115,SEREAL PAGI CERIA 250G
ORD-10330,2026-08-22,Maya Utami,+6284194750585,BR120,Biskuit Rimba 120g,3,12000,36000,orders_august.csv,116,susu kotak
ORD-10331,2026-08-08,Bima Putra,+6284816612707,DSP45,Deterjen Segar Pagi 450g,3,15500,46500,orders_august.csv,117,deterjen segar pagi 450g
ORD-10332,2026-08-25,Jihan Wulandari,+6282142908516,SPC25,Sereal Pagi Ceria 250g,8,24000,192000,orders_august.csv,118,Sereal Pagi Ceria 250g
ORD-10334,2026-08-19,Ayu Saputra,,MDD1L,Minyak Dapur Desa 1L,4,19000,76000,orders_august.csv,120,MINYAK DAPUR DESA 1L
ORD-10335,2026-08-12,Bima Wulandari,,SH080,Sabun Harum 80g,3,6500,19500,orders_august.csv,121,Sabun Harum 80g
ORD-10336,2026-07-22,Sari Hidayat,+6286966972490,SPC25,Sereal Pagi Ceria 250g,1,24000,24000,orders_august.csv,122,Sereal Pagi Ceria 250g
ORD-10337,2026-07-20,Maya Santoso,+6285165292872,TS025,Teh Senja 25 Sachet,4,17000,68000,orders_august.csv,123,Teh Senja 25 Sachet
ORD-10338,2026-08-19,Oki Saputra,,MGP01,Mi Gurih Pedas,8,3800,30400,orders_august.csv,124,Mi Gurih Pedas
ORD-10339,2026-08-29,Oki Wulandari,+6283422321424,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_august.csv,125,Deterjen Segar Pagi 450g
ORD-10340,2026-08-01,Nanda Pratama,,MGP01,Mi Gurih Pedas,3,3800,11400,orders_august.csv,126,Mi Gurih Pedas
ORD-10341,2026-07-05,Ayu Nugroho,+6289933016898,KRC10,Keripik Renyah Cabe 100g,3,11000,33000,orders_august.csv,127,Keripik Renyah Cabe 100g
ORD-10342,2026-08-06,Jihan Saputra,+6280745712014,SPC25,Sereal Pagi Ceria 250g,5,24000,120000,orders_august.csv,128,Sereal Pagi Ceria 250g
ORD-10343,2026-07-13,Citra Wulandari,+6285127224920,DSP45,Deterjen Segar Pagi 450g,6,15500,93000,orders_august.csv,129,Deterjen Segar Pagi 450g
ORD-10345,2026-07-17,Indra Saputra,+6286908566865,DSP45,Deterjen Segar Pagi 450g,8,15500,124000,orders_august.csv,131,Deterjen Segar Pagi 450g
ORD-10347,2026-07-25,Galih Nugroho,+6281877079170,MGA01,Mi Gurih Ayam,8,3500,28000,orders_august.csv,133,mi gurih ayam
ORD-10348,2026-07-07,Maya Wulandari,+6282342906434,MGA01,Mi Gurih Ayam,3,3500,10500,orders_august.csv,134,MI GURIH AYAM
ORD-10349,2026-08-29,Bima Hidayat,+6284754038336,BR120,Biskuit Rimba 120g,4,12000,48000,orders_august.csv,135,Biskuit Rimba 120g
ORD-10350,2026-08-07,Indra Hidayat,+6289549212270,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,136,Deterjen Segar Pagi 450g
ORD-10353,2026-07-15,Bima Santoso,+6287659302544,SKR80,Susu Kotak Rasa 180ml,2,7000,14000,orders_august.csv,139,Susu Kotak Rasa 180ml
ORD-10355,2026-08-13,Hana Lestari,+6287994976525,MGA01,Mi Gurih Ayam,5,3500,17500,orders_august.csv,141,Mi Gurih Ayam
ORD-10356,2026-08-25,Bima Pratama,+6286642815661,WG110,Wafer Gembira 110g,7,9500,66500,orders_august.csv,142,wafer gembira 110g
ORD-10357,2026-08-14,Ayu Putra,+6289258495242,DSP45,Deterjen Segar Pagi 450g,3,15500,46500,orders_august.csv,143,Deterjen Segar Pagi 450g
ORD-10358,2026-07-13,Citra Wulandari,+6282310801493,KD001,Kopi Pagi 200g,2,28000,56000,orders_august.csv,144,Kopi Pagi 200g
ORD-10359,2026-08-30,Putri Putra,+6282858019550,BR120,Biskuit Rimba 120g,1,12000,12000,orders_august.csv,145,biskuit rimba 120g
ORD-10360,2026-07-02,Bima Hidayat,+6283301832777,SH080,Sabun Harum 80g,2,6500,13000,orders_august.csv,146,Sabun Harum 80g
ORD-10361,2026-08-11,Raka Hidayat,+6280496197270,MDD1L,Minyak Dapur Desa 1L,6,19000,114000,orders_august.csv,147,Minyak Dapur Desa 1L
ORD-10363,2026-08-30,Oki Saputra,+6282526668719,SKR80,Susu Kotak Rasa 180ml,6,7000,42000,orders_august.csv,149,Susu Kotak Rasa 180ml
ORD-10365,2026-07-28,Bima Nugroho,,MGP01,Mi Gurih Pedas,3,3800,11400,orders_august.csv,151,Mi Gurih Pedas
ORD-10366,2026-07-07,Galih Utami,+6282782785422,WG110,Wafer Gembira 110g,7,9500,66500,orders_august.csv,152,wafer gembira 110g
ORD-10367,2026-08-15,Maya Saputra,+6280304076911,MGA01,Mi Gurih Ayam,6,3500,21000,orders_august.csv,153,Mie Gurih Ayam
ORD-10368,2026-07-16,Citra Santoso,+6280631430368,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_august.csv,154,Deterjen Segar Pagi 450g
ORD-10369,2026-07-16,Galih Rahma,+6280056518383,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_august.csv,155,Sereal Pagi Ceria 250g
ORD-10370,2026-08-01,Galih Putra,+6287783156301,KRC10,Keripik Renyah Cabe 100g,1,11000,11000,orders_august.csv,156,KERIPIK RENYAH CABE 100G
ORD-10371,2026-08-27,Bima Hidayat,+6286618811556,KRC10,Keripik Renyah Cabe 100g,4,11000,44000,orders_august.csv,157,Keripik   Renyah   Cabe   100g
ORD-10372,2026-07-30,Galih Hidayat,+6285544519481,MDD1L,Minyak Dapur Desa 1L,2,19000,38000,orders_august.csv,158,minyak dapur desa 1l
ORD-10373,2026-07-30,Jihan Putra,+6283238591597,TS025,Teh Senja 25 Sachet,6,17000,102000,orders_august.csv,159,Teh Senja 25 Sachet
ORD-10374,2026-08-30,Maya Utami,+6282092939828,WG110,Wafer Gembira 110g,4,9500,38000,orders_august.csv,160,Wafer   Gembira   110g
ORD-10375,2026-07-26,Farah Putra,+6281931606722,BR120,Biskuit Rimba 120g,5,12000,60000,orders_august.csv,161,Biskuit Rimba 120g
ORD-10376,2026-08-05,Jihan Rahma,+6283915503544,MGP01,Mi Gurih Pedas,5,3800,19000,orders_august.csv,162,Mi Gurih Pedas
ORD-10378,2026-08-03,Jihan Saputra,+6282335566379,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_august.csv,164,Deterjen   Segar   Pagi   450g
ORD-10379,2026-08-19,Ayu Utami,+6287876399684,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,165,Deterjen Segar Pagi 450g
ORD-10380,2026-08-12,Maya Putra,+6285451295507,MGA01,Mi Gurih Ayam,2,3500,7000,orders_august.csv,166,Mi Gurih Ayam
ORD-10382,2026-08-08,Citra Lestari,,WG110,Wafer Gembira 110g,6,9500,57000,orders_august.csv,168,Wafer   Gembira   110g
ORD-10384,2026-08-02,Putri Utami,,SKR80,Susu Kotak Rasa 180ml,4,7000,28000,orders_august.csv,170,Susu Kotak Rasa 180ml
ORD-10385,2026-07-28,Eka Wulandari,+6280304737221,MGP01,Mi Gurih Pedas,5,3800,19000,orders_august.csv,171,mi gurih pedas
ORD-10386,2026-08-07,Indra Putra,+6280542372159,DSP45,Deterjen Segar Pagi 450g,5,15500,77500,orders_august.csv,172,Deterjen   Segar   Pagi   450g
ORD-10387,2026-07-27,Maya Rahma,+6287265361232,SH080,Sabun Harum 80g,8,6500,52000,orders_august.csv,173,Sabun Harum 80g
ORD-10388,2026-07-22,Bima Lestari,+6287808007473,MGA01,Mi Gurih Ayam,1,3500,3500,orders_august.csv,174,mi gurih ayam
ORD-10390,2026-08-24,Hana Nugroho,+6285632760663,KD001,Kopi Pagi 200g,5,28000,140000,orders_august.csv,176,Kopi Pagi 200g
ORD-10392,2026-08-02,Laras Saputra,,WG110,Wafer Gembira 110g,5,9500,47500,orders_august.csv,178,Wafer Gembira 110g
ORD-10393,2026-08-28,Bima Rahma,+6286030090221,SKR80,Susu Kotak Rasa 180ml,8,7000,56000,orders_august.csv,179,Susu Kotak Rasa 180ml
ORD-10395,2026-07-15,Bima Utami,+6287612400221,KD001,Kopi Pagi 200g,8,28000,224000,orders_august.csv,181,Kopi Pagi 200g
ORD-10396,2026-07-13,Citra Wulandari,+6288610688045,MGP01,Mi Gurih Pedas,5,3800,19000,orders_august.csv,182,Mi Gurih Pedas
ORD-10397,2026-08-03,Eka Lestari,+6288304035719,BR120,Biskuit Rimba 120g,5,12000,60000,orders_august.csv,183,biskuit rimba 120g
ORD-10399,2026-08-04,Tio Putra,+6286421097216,MGP01,Mi Gurih Pedas,2,3800,7600,orders_august.csv,185,Mi Gurih Pedas
ORD-10400,2026-08-19,Ayu Lestari,+6281393646791,TS025,Teh Senja 25 Sachet,1,17000,17000,orders_august.csv,186,Teh Senja 25 Sachet
ORD-10401,2026-07-02,Maya Nugroho,+6282876821402,MDD1L,Minyak Dapur Desa 1L,5,19000,95000,orders_august.csv,187,Minyak Dapur Desa 1L
ORD-10402,2026-07-21,Sari Nugroho,+6288803849070,KRC10,Keripik Renyah Cabe 100g,4,11000,44000,orders_august.csv,188,Keripik Renyah Cabe 100g
ORD-10403,2026-08-08,Indra Pratama,+6289041060167,TS025,Teh Senja 25 Sachet,2,17000,34000,orders_august.csv,189,Teh Senja 25s
ORD-10404,2026-07-28,Indra Wulandari,+6289985522955,KRC10,Keripik Renyah Cabe 100g,2,11000,22000,orders_august.csv,190,Keripik Renyah Cabe 100g
ORD-10406,2026-07-09,Bima Pratama,+6286423969918,MGA01,Mi Gurih Ayam,8,3500,28000,orders_august.csv,192,Mi Gurih Ayam
ORD-10407,2026-08-22,Hana Rahma,+6287806729139,WG110,Wafer Gembira 110g,4,9500,38000,orders_august.csv,193,WAFER GEMBIRA 110G
ORD-10408,2026-07-29,Eka Putra,+6280915602592,MGA01,Mi Gurih Ayam,2,3500,7000,orders_august.csv,194,Mi Gurih Ayam
ORD-10409,2026-08-03,Vina Nugroho,+6284299832416,DSP45,Deterjen Segar Pagi 450g,8,15500,124000,orders_august.csv,195,Deterjen Segar Pagi 450g
ORD-10410,2026-07-08,Kiki Rahma,+6286148256049,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_august.csv,196,teh senja 25 sachet
ORD-10411,2026-08-23,Sari Pratama,+6287265518869,MGP01,Mi Gurih Pedas,3,3800,11400,orders_august.csv,197,Mie Gurih Pedas
ORD-10412,2026-07-28,Ayu Lestari,+6288827337418,KRC10,Keripik Renyah Cabe 100g,4,11000,44000,orders_august.csv,198,KERIPIK RENYAH CABE 100G
ORD-10413,2026-08-13,Bima Putra,+6281758567552,SKR80,Susu Kotak Rasa 180ml,2,7000,14000,orders_august.csv,199,Susu Kotak Rasa 180ml
ORD-10414,2026-08-26,Tio Saputra,+6280004095421,KD001,Kopi Pagi 200g,8,28000,224000,orders_august.csv,200,Kopi Pagi 200g
ORD-10415,2026-07-07,Dimas Saputra,+6280248807293,SH080,Sabun Harum 80g,4,6500,26000,orders_august.csv,201,Sabun Harum 80g
ORD-10416,2026-08-11,Sari Saputra,+6286120053136,TS025,Teh Senja 25 Sachet,1,17000,17000,orders_august.csv,202,Teh Senja 25 Sachet
ORD-10418,2026-07-10,Eka Santoso,+6289330873883,BR120,Biskuit Rimba 120g,7,12000,84000,orders_august.csv,204,biskuit rimba 120g
ORD-10419,2026-07-03,Eka Lestari,,SH080,Sabun Harum 80g,8,6500,52000,orders_august.csv,205,Sabun Harum 80g
ORD-10420,2026-07-21,Bima Saputra,+6285890023324,WG110,Wafer Gembira 110g,5,9500,47500,orders_august.csv,206,WAFER GEMBIRA 110G
ORD-10421,2026-07-18,Jihan Rahma,+6280139215523,KD001,Kopi Pagi 200g,8,28000,224000,orders_august.csv,207,kopi pagi 200g
ORD-10422,2026-08-30,Dimas Nugroho,+6282434727609,WG110,Wafer Gembira 110g,6,9500,57000,orders_august.csv,208,Wafer Gembira 110g
ORD-10423,2026-07-12,Farah Rahma,+6284506361320,MGA01,Mi Gurih Ayam,4,3500,14000,orders_august.csv,209,Mi Gurih Ayam
ORD-10425,2026-07-06,Maya Nugroho,+6280399133141,DSP45,Deterjen Segar Pagi 450g,4,15500,62000,orders_august.csv,211,DETERJEN SEGAR PAGI 450G
ORD-10426,2026-08-14,Sari Putra,+6286001019893,MGA01,Mi Gurih Ayam,6,3500,21000,orders_august.csv,212,mi gurih ayam
ORD-10427,2026-07-10,Raka Santoso,,MGA01,Mi Gurih Ayam,1,3500,3500,orders_august.csv,213,Mi Gurih Ayam
ORD-10428,2026-08-24,Maya Lestari,,KRC10,Keripik Renyah Cabe 100g,6,11000,66000,orders_august.csv,214,KERIPIK RENYAH CABE 100G
ORD-10429,2026-08-11,Kiki Putra,+6286714566835,MGP01,Mi Gurih Pedas,1,3800,3800,orders_august.csv,215,Mi Gurih Pedas
ORD-10432,2026-07-10,Ayu Hidayat,+6285413176620,MGA01,Mi Gurih Ayam,2,3500,7000,orders_august.csv,236,Mi   Gurih   Ayam
ORD-10433,2026-08-26,Dimas Putra,+6282248885684,SPC25,Sereal Pagi Ceria 250g,6,24000,144000,orders_august.csv,237,Sereal Pagi Ceria 250g
ORD-10434,2026-07-22,Jihan Rahma,,TS025,Teh Senja 25 Sachet,3,17000,51000,orders_august.csv,238,Teh Senja 25s
ORD-10437,2026-08-15,Laras Lestari,+6288034069311,KRC10,Keripik Renyah Cabe 100g,1,11000,11000,orders_august.csv,241,Keripik   Renyah   Cabe   100g
ORD-10438,2026-07-13,Citra Wulandari,+6285127224920,DSP45,Deterjen Segar Pagi 450g,6,15500,93000,orders_august.csv,242,Deterjen Segar Pagi 450g
ORD-10439,2026-08-06,Nanda Rahma,+6287794225280,KD001,Kopi Pagi 200g,1,28000,28000,orders_august.csv,243,Kopi Pagi 200g
